Activity Year,Respondent ID,Agency Code,Parent Respondent ID,Parent Name (Panel),Parent City (Panel),Parent State (Panel),Region,Assets,Other Lender Code,Respondent Name (Panel),Respondent City (Panel),Respondent State (Panel),Top Holder RSSD ID,Top Holder Name,Top Holder City,Top Holder State,Top Holder Country,Respondent RSSD ID,Parent RSSD ID,Respondent FIPS State Number
2017,0000017001,1,,"CITADEL BANCORP, INC.",BURLESON,TX,,193410,0,FIRST NATIONAL BANK OF BURLESON,BURLESON,TX,1130191   ,"CITADEL BANCORP, INC.",BURLESON,TX,UNITED STATES,240954,1130191   ,48
2017,0000001164,3,,"CITIZENS BANKSHARES, INC.",FARMINGTON,NM,,719690,0,"CITIZENS BANK, THE",FARMINGTON,NM,2749031   ,EMPLOYEE STOCK BONUS TRUST FOR THE EMPLOYEES OF CITIZENS BANK,FARMINGTON,NM,UNITED STATES,961259,1021682   ,35
2017,0000000296,3,,"EDMONSON BANCSHARES, INC",BROWNSVILLE,KY,,214498,0,BANK OF EDMONSON COUNTY,BROWNSVILLE,KY,2155397   ,"EDMONSON BANCSHARES, INC",BROWNSVILLE,KY,UNITED STATES,903240,2155397   ,21
2017,0000004701,1,,DAINGERFIELD HOLDING COMPANY,DAINGERFIELD,TX,,129893,0,TEXAS HERITAGE NATIONAL BANK,DAINGERFIELD,TX,3220836   ,DAINGERFIELD HOLDING COMPANY,DAINGERFIELD,TX,UNITED STATES,824653,3220836   ,48
2017,0000014843,3,,"MIDWESTONE FINANCIAL GROUP, INC.",IOWA CITY,IA,,3073698,0,MIDWESTONE BANK,IOWA CITY,IA,1245228   ,"MIDWESTONE FINANCIAL GROUP, INC.",IOWA CITY,IA,UNITED STATES,836843,1245228   ,19
2017,0000015974,1,,EXECUTIVE BANKING CORPORATION,MIAMI,FL,,382720,0,EXECUTIVE NATIONAL BANK,MIAMI,FL,1082731   ,EXECUTIVE BANKING CORPORATION,MIAMI,FL,UNITED STATES,1002430,1082731   ,12
2017,0000058410,3,,"CRB GROUP, INC.",FORT LEE,NJ,,561381,0,CROSS RIVER BANK,TEANECK,NJ,4389329   ,"CRB GROUP, INC.",FORT LEE,NJ,UNITED STATES,3783313,4389329   ,34
2017,0000003060,1,,JONES NATIONAL CORPORATION,SEWARD,NE,,233229,0,"JONES NATIONAL BANK AND TRUST COMPANY OF SEWARD, THE",SEWARD,NE,1061156   ,JONES NATIONAL CORPORATION,SEWARD,NE,UNITED STATES,469559,1061156   ,31
2017,0000825940,2,,"BUFFALO BANCSHARES, INC.",BUFFALO,KY,,74647,0,BANK OF BUFFALO,BUFFALO,KY,1096297   ,"BUFFALO BANCSHARES, INC.",BUFFALO,KY,UNITED STATES,825940,1096297   ,21
2017,0000010807,1,,FIRST NATIONAL CORPORATION OF WYNNE,WYNNE,AR,,282034,0,"FIRST NATIONAL BANK OF WYNNE, THE",WYNNE,AR,1132159   ,FIRST NATIONAL CORPORATION OF WYNNE,WYNNE,AR,UNITED STATES,988845,1132159   ,5 
2017,0000003230,3,,"GRANDVIEW BANCSHARES, INC.",GRANDVIEW,TX,,181328,0,GRANDVIEW BANK,GRANDVIEW,TX,5139969   ,"D2 ALLIANCES, LLC",FORT WORTH,TX,UNITED STATES,333856,2726957   ,48
2017,0000712504,1,,PROSPECT FINANCIAL CORPORATION,WARWICK,RI,,252204,0,"HOME LOAN INVESTMENT BANK, F.S.B.",WARWICK,RI,3912908   ,JAMESTOWN IRREVOCABLE TRUST,PROVIDENCE,RI,UNITED STATES,724904,3834822   ,44
2017,0000032287,3,,"MAPLE LEAF FINANCIAL, INC.",NEWBURY,OH,,348755,0,GEAUGA SAVINGS BANK,NEWBURY,OH,3828625   ,"MAPLE LEAF FINANCIAL, INC.",NEWBURY,OH,UNITED STATES,291273,3828625   ,39
2017,0000013109,3,,BANCORP OF SOUTHERN INDIANA,SEYMOUR,IN,,495854,0,JACKSON COUNTY BANK,SEYMOUR,IN,1098590   ,BANCORP OF SOUTHERN INDIANA,SEYMOUR,IN,UNITED STATES,884442,1098590   ,18
2017,0000017690,3,,SOUTH PORTE FINANCIAL INC.,MARION,IL,,70712,0,SOUTH PORTE BANK,MARION,IL,4456593   ,SOUTH PORTE FINANCIAL INC.,MARION,IL,UNITED STATES,807946,4456593   ,17
2017,0000028362,3,,CENTURY FINANCIAL SERVICES CORPORATION,SANTA FE,NM,,799016,0,CENTURY BANK,SANTA FE,NM,3632756   ,CENTURY FINANCIAL SERVICES CORPORATION,SANTA FE,NM,UNITED STATES,83375,3632756   ,35
2017,0000015229,3,,"FIRST BUSINESS FINANCIAL SERVICES, INC.",MADISON,WI,,1275269,0,FIRST BUSINESS BANK,MADISON,WI,1247428   ,"FIRST BUSINESS FINANCIAL SERVICES, INC.",MADISON,WI,UNITED STATES,537449,1247428   ,55
2017,0000015323,3,,GIDEON ENTERPRISES L.P.,TOPEKA,KS,,255861,0,SILVER LAKE BANK,TOPEKA,KS,3015582   ,GIDEON MANAGEMENT L.L.C.,TOPEKA,KS,UNITED STATES,326054,2839781   ,20
2017,0000007506,3,,ACNB CORPORATION,GETTYSBURG,PA,,1194547,0,ACNB BANK,GETTYSBURG,PA,1117464   ,ACNB CORPORATION,GETTYSBURG,PA,UNITED STATES,5210,1117464   ,42
2017,0000000676,1,,GRAND BANK CORPORATION,MARBLEHEAD,MA,,312056,0,NATIONAL GRAND BANK OF MARBLEHEAD,MARBLEHEAD,MA,1115406   ,GRAND BANK CORPORATION,MARBLEHEAD,MA,UNITED STATES,863607,1115406   ,25
2017,0000000929,1,,KINDERHOOK BANK CORP.,KINDERHOOK,NY,,460488,0,"NATIONAL UNION BANK OF KINDERHOOK, THE",KINDERHOOK,NY,2589732   ,KINDERHOOK BANK CORP.,KINDERHOOK,NY,UNITED STATES,313401,2589732   ,36
2017,0000012181,3,,MBT FINANCIAL CORP.,MONROE,MI,,1356363,0,MONROE BANK & TRUST,MONROE,MI,2907822   ,MBT FINANCIAL CORP.,MONROE,MI,UNITED STATES,364449,2907822   ,26
2017,0000014607,1,,"NBP FINANCIAL SERVICES, INC.",PETERSBURG,IL,,143611,0,NATIONAL BANK OF PETERSBURG,PETERSBURG,IL,1132618   ,"NBP FINANCIAL SERVICES, INC.",PETERSBURG,IL,UNITED STATES,991041,1132618   ,17
2017,0000015684,3,,"BORDER BANCSHARES, INC.",GREENBUSH,MN,,476482,0,BORDER STATE BANK,GREENBUSH,MN,2238544   ,"BORDER BANCSHARES, INC.",GREENBUSH,MN,UNITED STATES,977951,2238544   ,27
2017,0000701305,1,,"AUBURN BANCORP, INC.",AUBURN,ME,,69675,0,"AUBURN SAVINGS BANK, FSB",AUBURN,ME,3799369   ,"AUBURN BANCORP, MHC",AUBURN,ME,UNITED STATES,229173,3792409   ,23
2017,0000018958,3,,"PINNACLE BANCORP, INC.",SIOUX CITY,IA,,72633,0,PINNACLE BANK SIOUX CITY,SIOUX CITY,IA,1020591   ,"PINNACLE BANCORP, INC.",SIOUX CITY,IA,UNITED STATES,311649,1020591   ,19
2017,0000004526,3,,"PAGE BANCSHARES, INC.",LIBERTY,MO,,154333,0,PONY EXPRESS BANK,BRAYMER,MO,3201086   ,"PAGE BANCSHARES, INC.",LIBERTY,MO,UNITED STATES,953843,3201086   ,29
2017,0000020184,1,,"CITIZENS NATIONAL BANCSHARES OF BOSSIER, INC.",BOSSIER CITY,LA,,885178,0,"CITIZENS NATIONAL BANK, NATIONAL ASSOCIATION",BOSSIER CITY,LA,2344856   ,"CITIZENS NATIONAL BANCSHARES OF BOSSIER, INC.",BOSSIER CITY,LA,UNITED STATES,594853,2344856   ,22
2017,0000057097,3,,"NORTHSTAR FINANCIAL GROUP, INC.",BAD AXE,MI,,596435,0,NORTHSTAR BANK,BAD AXE,MI,2958990   ,"NORTHSTAR FINANCIAL GROUP, INC.",BAD AXE,MI,UNITED STATES,2958972,2958990   ,26
2017,0000006158,3,,PEOPLES BANCORP,BELLINGHAM,WA,,1576742,0,PEOPLES BANK,BELLINGHAM,WA,1030947   ,PEOPLES BANCORP,BELLINGHAM,WA,UNITED STATES,455972,1030947   ,53
2017,0000012044,1,,CENTRAL SERVICE CORPORATION,ENID,OK,,609800,0,"CENTRAL NATIONAL BANK & TRUST CO., OF ENID",ENID,OK,1051465   ,CENTRAL SERVICE CORPORATION,ENID,OK,UNITED STATES,278555,1051465   ,40
2017,0000023852,1,,"DESJARDINS FSB HOLDINGS, INC.",HALLANDALE,FL,,210261,0,"DESJARDINS BANK, NATIONAL ASSOCIATION",HALLANDALE,FL,3196801   ,"DESJARDINS GROUP, THE",LEVIS,0 ,CANADA,1940747,3065895   ,12
2017,0000014163,1,,"FIRST NATIONAL BANCSHARES, INC.",GOODLAND,KS,,191720,0,FIRST NATIONAL BANK,GOODLAND,KS,2267731   ,"FIRST NATIONAL BANCSHARES, INC., ESOP AND 401 (K) TRUSTS",GOODLAND,KS,UNITED STATES,805250,1065378   ,20
2017,0000057620,3,,"HEARTLAND FINANCIAL USA, INC.",DUBUQUE,IA,,582266,0,ARIZONA BANK & TRUST,PHOENIX,AZ,1206546   ,"HEARTLAND FINANCIAL USA, INC.",DUBUQUE,IA,UNITED STATES,3187612,1206546   ,4 
2017,0000005629,1,,FCN BANC CORP.,BROOKVILLE,IN,,431653,0,"FCN BANK, NATIONAL ASSOCIATION",BROOKVILLE,IN,1134069   ,FCN BANC CORP.,BROOKVILLE,IN,UNITED STATES,321947,1134069   ,18
2017,0000657459,2,,"MIDWEST BANKCENTRE, INC.",SAINT LOUIS,MO,,1842691,0,MIDWEST BANKCENTRE,SAINT LOUIS,MO,1094556   ,"STUPP BROS., INC.",SAINT LOUIS,MO,UNITED STATES,657459,2803719   ,29
2017,0000006417,1,,"SAUK CENTRE FINANCIAL SERVICES, INC.",SAUK CENTRE,MN,,218662,0,MINNESOTA NATIONAL BANK,SAUK CENTRE,MN,1246364   ,MINNESOTA NATIONAL BANK RETIREMENT SAVINGS AND EMPLOYEE STOCK OWNERSHIP PLAN & TRUST,SAUK CENTRE,MN,UNITED STATES,799751,1246243   ,27
2017,0000034686,3,,JOHNSTON GROWTH CORPORATION,JOHNSTON,IA,,151487,0,CHARTER BANK,JOHNSTON,IA,2646037   ,JOHNSTON GROWTH CORPORATION,JOHNSTON,IA,UNITED STATES,2705112,2646037   ,19
2017,0000007598,3,,RIVERVIEW FINANCIAL CORPORATION,HARRISBURG,PA,,542947,0,RIVERVIEW BANK,MARYSVILLE,PA,2727495   ,RIVERVIEW FINANCIAL CORPORATION,HARRISBURG,PA,UNITED STATES,757612,2727495   ,42
2017,0000094522,2,,"BENCHMARK BANKSHARES, INC.",KENBRIDGE,VA,,568492,0,BENCHMARK COMMUNITY BANK,KENBRIDGE,VA,1141441   ,"BENCHMARK BANKSHARES, INC.",KENBRIDGE,VA,UNITED STATES,94522,1141441   ,51
2017,0000025106,1,,"HOME BANCORP, INC.",LAFAYETTE,LA,,1555629,0,"HOME BANK, NATIONAL ASSOCIATION",LAFAYETTE,LA,3851191   ,"HOME BANCORP, INC.",LAFAYETTE,LA,UNITED STATES,929978,3851191   ,22
2017,0000716833,2,,MARQUETTE NATIONAL CORPORATION,CHICAGO,IL,,1557778,0,MARQUETTE BANK,CHICAGO,IL,1207486   ,MARQUETTE NATIONAL CORPORATION,CHICAGO,IL,UNITED STATES,716833,1207486   ,17
2017,0000016450,3,,FIRST BUSEY CORPORATION,CHAMPAIGN,IL,,5382961,0,BUSEY BANK,CHAMPAIGN,IL,1203602   ,FIRST BUSEY CORPORATION,CHAMPAIGN,IL,UNITED STATES,416245,1203602   ,17
2017,0000000958,3,,"IDA GROVE BANCSHARES, INC.",IDA GROVE,IA,,1402559,0,UNITED BANK OF IOWA,IDA GROVE,IA,1205183   ,"IDA GROVE BANCSHARES, INC.",IDA GROVE,IA,UNITED STATES,738040,1205183   ,19
2017,0000991621,2,,"CITIZENS BANCORP OF VIRGINIA, INC.",BLACKSTONE,VA,,364306,0,CITIZENS BANK AND TRUST COMPANY,BLACKSTONE,VA,3219474   ,"CITIZENS BANCORP OF VIRGINIA, INC.",BLACKSTONE,VA,UNITED STATES,991621,3219474   ,51
2017,0000027757,3,,STANDARD AVB FINANCIAL CORP.,MURRYSVILLE,PA,,486420,0,"STANDARD BANK, PASB",MURRYSVILLE,PA,4183442   ,STANDARD AVB FINANCIAL CORP.,MURRYSVILLE,PA,UNITED STATES,811279,4183442   ,42
2017,0000012627,3,,"DIAMOND BANCORP, INC",WASHINGTON,MO,,601332,0,BANK OF WASHINGTON,WASHINGTON,MO,2294812   ,"DIAMOND BANCORP, INC",WASHINGTON,MO,UNITED STATES,565750,2294812   ,29
2017,0000001402,3,,"FORSTROM BANCORPORATION, INC.",CLARA CITY,MN,,708184,0,CITIZENS ALLIANCE BANK,CLARA CITY,MN,1128134   ,"FORSTROM BANCORPORATION, INC.",CLARA CITY,MN,UNITED STATES,279954,1128134   ,27
2017,0000035292,3,,"FIRST FINANCIAL BANCSHARES, INC.",LAWRENCE,KS,,178206,0,GREAT AMERICAN BANK,LAWRENCE,KS,3385137   ,"FIRST FINANCIAL BANCSHARES, INC.",LAWRENCE,KS,UNITED STATES,2815879,3385137   ,20
2017,0000023681,1,,"FIRST BANCSHARES OF TEXAS, INC.",MIDLAND,TX,,956376,0,"FIRSTCAPITAL BANK OF TEXAS,N.A.",MIDLAND,TX,3121344   ,"FIRST BANCSHARES OF TEXAS, INC.",MIDLAND,TX,UNITED STATES,2746263,3121344   ,48
2017,0000014206,1,,"AMARILLO NATIONAL BANCORP, INC.",AMARILLO,TX,,3928287,0,AMARILLO NATIONAL BANK,AMARILLO,TX,1107205   ,"AMARILLO NATIONAL BANCORP, INC.",AMARILLO,TX,UNITED STATES,353555,1107205   ,48
2017,0000057813,3,,"STERLING BANCSHARES, INC.",POPLAR BLUFF,MO,,1401648,0,STERLING BANK,POPLAR BLUFF,MO,3283587   ,"STERLING BANCSHARES, INC.",POPLAR BLUFF,MO,UNITED STATES,3284490,3283587   ,29
2017,0000031043,3,,"ISB HOLDINGS, INC.",PERRYTON,TX,,173933,0,"INTERSTATE BANK, SSB",PERRYTON,TX,3130542   ,"ISB HOLDINGS, INC.",PERRYTON,TX,UNITED STATES,791072,3130542   ,48
2017,0000708433,1,,"RADIUS BANCORP, INC.",BOSTON,MA,,946462,0,RADIUS BANK,BOSTON,MA,4121912   ,"RADIUS BANCORP, INC.",BOSTON,MA,UNITED STATES,264772,4121912   ,25
2017,0000035067,3,,FIRST PERSONAL FINANCIAL CORP.,ORLAND PARK,IL,,152416,0,FIRST PERSONAL BANK,ORLAND PARK,IL,2761976   ,FIRST PERSONAL FINANCIAL CORP.,ORLAND PARK,IL,UNITED STATES,2761967,2761976   ,17
2017,0000035295,3,,"SOUTHERN FIRST BANCSHARES, INC.",GREENVILLE,SC,,1337753,0,SOUTHERN FIRST BANK,GREENVILLE,SC,2849799   ,"SOUTHERN FIRST BANCSHARES, INC.",GREENVILLE,SC,UNITED STATES,2849801,2849799   ,45
2017,0000015699,3,,SOUTH BANKING COMPANY,ALMA,GA,,282734,0,PINELAND BANK,ALMA,GA,1081622   ,SOUTH BANKING COMPANY,ALMA,GA,UNITED STATES,6039,1081622   ,13
2017,0000014240,3,,"NORTHWAY FINANCIAL, INC.",NORTH CONWAY,NH,,884984,0,NORTHWAY BANK,BERLIN,NH,2582827   ,"NORTHWAY FINANCIAL, INC.",NORTH CONWAY,NH,UNITED STATES,30502,2582827   ,33
2017,0000010175,3,,"SECURITY FINANCIAL SERVICES, INC.",HIBBING,MN,,132632,0,SECURITY STATE BANK OF HIBBING,HIBBING,MN,1128817   ,"SECURITY FINANCIAL SERVICES, INC.",HIBBING,MN,UNITED STATES,950356,1128817   ,27
2017,0000026715,3,,MEETINGHOUSE BANCORP INC,DORCHESTER,MA,,119878,0,MEETINGHOUSE BANK,DORCHESTER,MA,4390138   ,MEETINGHOUSE BANCORP INC,DORCHESTER,MA,UNITED STATES,272870,4390138   ,25
2017,0000024497,1,,NATIONAL COMMERCE CORPORATION,BIRMINGHAM,AL,,1947903,0,NATIONAL BANK OF COMMERCE,BIRMINGHAM,AL,3551389   ,NATIONAL COMMERCE CORPORATION,BIRMINGHAM,AL,UNITED STATES,3275939,3551389   ,1 
2017,0000004235,3,,"INTERNATIONAL BANCSHARES OF OKLAHOMA, INC.",YUKON,OK,,196625,0,YNB,YUKON,OK,1062975   ,"INTERNATIONAL BANCSHARES OF OKLAHOMA, INC.",YUKON,OK,UNITED STATES,953852,1062975   ,40
2017,0000058390,3,,"GRANDPOINT CAPITAL, INC.",LOS ANGELES,CA,,3321825,0,GRANDPOINT BANK,LOS ANGELES,CA,3811832   ,"GRANDPOINT CAPITAL, INC.",LOS ANGELES,CA,UNITED STATES,3640283,3811832   ,6 
2017,0000006707,1,,"ELMER BANCORP, INC.",ELMER,NJ,,245785,0,FIRST NATIONAL BANK OF ELMER,ELMER,NJ,2947985   ,"ELMER BANCORP, INC.",ELMER,NJ,UNITED STATES,609010,2947985   ,34
2017,0000005737,1,,"CAPTEX BANCSHARES, INC.",TRENTON,TX,,197154,0,"FIRST NATIONAL BANK OF TRENTON, THE",TRENTON,TX,5085972   ,"CAPTEX BANCSHARES, INC.",TRENTON,TX,UNITED STATES,419460,5085972   ,48
2017,0002668598,2,,"PORTAGE BANCSHARES, INC.",RAVENNA,OH,,316518,0,PORTAGE COMMUNITY BANK,RAVENNA,OH,2668589   ,"PORTAGE BANCSHARES, INC.",RAVENNA,OH,UNITED STATES,2668598,2668589   ,39
2017,0000016248,1,,"FIRST WEST VIRGINIA BANCORP, INC.",WHEELING,WV,,334873,0,"PROGRESSIVE BANK, NATIONAL ASSOCIATION",WHEELING,WV,1070336   ,"FIRST WEST VIRGINIA BANCORP, INC.",WHEELING,WV,UNITED STATES,600129,1070336   ,54
2017,0000035406,3,,RIVERS RIDGE HOLDING COMPANY,EDINA,MN,,209235,0,BANKVISTA,SARTELL,MN,3368185   ,"ABDO INVESTMENTS, INC.",EDINA,MN,UNITED STATES,2849285,2849276   ,27
2017,0000706809,1,,COLONIAL HOLDING COMPANY,LAS VEGAS,NV,,1186502,0,"COLONIAL SAVINGS, FA",FORT WORTH,TX,4264789   ,"JED TRUST, THE",FORT WORTH,TX,UNITED STATES,339072,3816677   ,48
2017,0000018637,3,,"MERCHANTS TRUST, INC.",JACKSON,AL,,208832,0,MERCHANTS BANK,JACKSON,AL,1085107   ,"MERCHANTS TRUST, INC.",JACKSON,AL,UNITED STATES,147633,1085107   ,1 
2017,0000002360,1,,LCNB CORP.,LEBANON,OH,,1305671,0,LCNB NATIONAL BANK,LEBANON,OH,2759900   ,LCNB CORP.,LEBANON,OH,UNITED STATES,785923,2759900   ,39
2017,0000882242,2,,ANITA BANCORPORATION,ATLANTIC,IA,,250963,0,ROLLING HILLS BANK & TRUST,ATLANTIC,IA,1202838   ,ANITA BANCORPORATION,ATLANTIC,IA,UNITED STATES,882242,1202838   ,19
2017,0000000226,3,,"GUTHRIE COUNTY BANCSHARES, INC.",GUTHRIE CENTER,IA,,120974,0,GUTHRIE COUNTY STATE BANK,PANORA,IA,1208380   ,"GUTHRIE COUNTY BANCSHARES, INC.",GUTHRIE CENTER,IA,UNITED STATES,969844,1208380   ,19
2017,0000032779,3,,BANK OF MARIN BANCORP,NOVATO,CA,,2023497,0,BANK OF MARIN,CORTE MADERA,CA,3590388   ,BANK OF MARIN BANCORP,NOVATO,CA,UNITED STATES,1436204,3590388   ,6 
2017,0000008494,3,,"HENRY STATE BANCORP, INC.",HENRY,IL,,99371,0,Henry State Bank,HENRY,IL,3021015   ,"HENRY STATE BANCORP, INC.",HENRY,IL,UNITED STATES,941233,3021015   ,17
2017,0000011407,3,,HCB FINANCIAL CORP.,HASTINGS,MI,,309562,0,HASTINGS CITY BANK,HASTINGS,MI,1136287   ,HCB FINANCIAL CORP.,HASTINGS,MI,UNITED STATES,750341,1136287   ,26
2017,0000013020,3,,"HERITAGE BANCSHARES, INC.",MANNINGTON,WV,,228031,0,FIRST EXCHANGE BANK,MANNINGTON,WV,2257116   ,"HERITAGE BANCSHARES, INC.",MANNINGTON,WV,UNITED STATES,170332,2257116   ,54
2017,0000058208,3,,"FIRST FREEDOM BANCSHARES, INC.",LEBANON,TN,,420812,0,FIRST FREEDOM BANK,LEBANON,TN,3807899   ,"FIRST FREEDOM BANCSHARES, INC.",LEBANON,TN,UNITED STATES,3437148,3807899   ,47
2017,0000033147,2,,FARMERS BANCORP INC.,BLYTHEVILLE,AR,,473604,0,FARMERS BANK AND TRUST COMPANY,BLYTHEVILLE,AR,1247615   ,FARMERS BANCORP INC.,BLYTHEVILLE,AR,UNITED STATES,33147,1247615   ,5 
2017,0000058164,3,,BANCORP OF LEXINGTON INC.,LEXINGTON,KY,,267965,0,"BANK OF LEXINGTON, INC.",LEXINGTON,KY,3825062   ,BANCORP OF LEXINGTON INC.,LEXINGTON,KY,UNITED STATES,3410141,3825062   ,21
2017,0000023622,3,,BEACON BANCORP,TAUNTON,MA,,1866087,0,BRISTOL COUNTY SAVINGS BANK,TAUNTON,MA,2388878   ,BEACON BANCORP,TAUNTON,MA,UNITED STATES,13103,2388878   ,25
2017,0000015614,3,,"WEST BANCORPORATION, INC.",WEST DES MOINES,IA,,1834848,0,WEST BANK,WEST DES MOINES,IA,1210066   ,"WEST BANCORPORATION, INC.",WEST DES MOINES,IA,UNITED STATES,139740,1210066   ,19
2017,0000000089,3,,WHITE RIVER BANCSHARES COMPANY,FAYETTEVILLE,AR,,526200,0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,AR,3306589   ,WHITE RIVER BANCSHARES COMPANY,FAYETTEVILLE,AR,UNITED STATES,3350724,3306589   ,5 
2017,0000028555,3,,"VALLEY CENTRAL BANCORP, INC.",LIBERTY TOWNSHIP,OH,,109637,0,VALLEY CENTRAL BANK,LIBERTY TOWNSHIP,OH,4352574   ,"VALLEY CENTRAL, MHC",LIBERTY TOWNSHIP,OH,UNITED STATES,320070,4352538   ,39
2017,0000017614,3,,"FARMERS ENTERPRISES, INC.",GREAT BEND,KS,,811764,0,FARMERS BANK & TRUST,GREAT BEND,KS,1055155   ,"FARMERS ENTERPRISES, INC.",GREAT BEND,KS,UNITED STATES,482156,1055155   ,20
2017,0000003393,1,,"MINNEHAHA BANSHARES, INC.",SIOUX FALLS,SD,,1157709,0,"FIRST NATIONAL BANK IN SIOUX FALLS, THE",SIOUX FALLS,SD,1126354   ,"MINNEHAHA BANSHARES, INC.",SIOUX FALLS,SD,UNITED STATES,326858,1126354   ,46
2017,0000004097,1,,"NATIONAL UNITED HOLDINGS, INC.",WILMINGTON,DE,,633272,0,NATIONAL UNITED,GATESVILLE,TX,3059773   ,"NATIONAL UNITED BANCSHARES, INC.",GATESVILLE,TX,UNITED STATES,322056,3059782   ,48
2017,0000019628,3,,"FREEPORT BANCSHARES, INC.",FREEPORT,IL,,221887,0,MIDWEST COMMUNITY BANK,FREEPORT,IL,1205585   ,"FREEPORT BANCSHARES, INC.",FREEPORT,IL,UNITED STATES,607333,1205585   ,17
2017,0000014816,3,,MACKINAC FINANCIAL CORPORATION,MANISTIQUE,MI,,978451,0,MBANK,MANISTIQUE,MI,1123933   ,MACKINAC FINANCIAL CORPORATION,MANISTIQUE,MI,UNITED STATES,132554,1123933   ,26
2017,0000058408,3,,PARK STERLING CORPORATION,CHARLOTTE,NC,,3248124,0,Park Sterling Bank,CHARLOTTE,NC,4210478   ,PARK STERLING CORPORATION,CHARLOTTE,NC,UNITED STATES,3470985,4210478   ,37
2017,0000009963,3,,F&M FINANCIAL CORPORATION,CLARKSVILLE,TN,,978809,0,F&M BANK,CLARKSVILLE,TN,1138450   ,F&M FINANCIAL CORPORATION,CLARKSVILLE,TN,UNITED STATES,741330,1138450   ,47
2017,0000833404,2,,BANKFIVE CORPORATION,FALL RIVER,MA,,844476,0,FALL RIVER FIVE CENTS SAVINGS BANK,FALL RIVER,MA,3320978   ,"BANKFIVE, MHC",FALL RIVER,MA,UNITED STATES,833404,3321005   ,25
2017,0000017751,3,,"ANDROSCOGGIN BANCORP, INC.",LEWISTON,ME,,901857,0,ANDROSCOGGIN SAVINGS BANK,LEWISTON,ME,2710796   ,"ANDROSCOGGIN BANCORP, MHC",LEWISTON,ME,UNITED STATES,132107,2710808   ,23
2017,0000012512,3,,"ROSHOLT BANCORPORATION, INC.",ROSHOLT,WI,,79864,0,COMMUNITY FIRST BANK,ROSHOLT,WI,1210422   ,"ROSHOLT BANCORPORATION, INC.",ROSHOLT,WI,UNITED STATES,62147,1210422   ,55
2017,0002687133,2,,PREMIER FINANCIAL CORP.,DUBUQUE,IA,,284442,0,PREMIER BANK,DUBUQUE,IA,2687124   ,PREMIER FINANCIAL CORP.,DUBUQUE,IA,UNITED STATES,2687133,2687124   ,19
2017,0000012158,1,,"CENTRAL BANCSHARES OF POTEAU, INC.",POTEAU,OK,,231346,0,"CENTRAL NATIONAL BANK OF POTEAU, THE",POTEAU,OK,1067411   ,"CENTRAL BANCSHARES OF POTEAU, INC.",POTEAU,OK,UNITED STATES,459354,1067411   ,40
2017,0000058445,3,,"COLUMBUS FIRST BANCORP, INC.",WORTHINGTON,OH,,322188,0,COLUMBUS FIRST BANK,WORTHINGTON,OH,3960208   ,"COLUMBUS FIRST BANCORP, INC.",WORTHINGTON,OH,UNITED STATES,3625048,3960208   ,39
2017,0000012617,3,,SHELBANK CORPORATION,NEVADA,MO,,139110,0,HERITAGE STATE BANK,NEVADA,MO,1058679   ,SHELBANK CORPORATION,NEVADA,MO,UNITED STATES,307950,1058679   ,29
2017,0000008745,3,,CRYSTAL VALLEY FINANCIAL CORPORATION,MIDDLEBURY,IN,,500394,0,FIRST STATE BANK OF MIDDLEBURY,MIDDLEBURY,IN,1210244   ,CRYSTAL VALLEY FINANCIAL CORPORATION,MIDDLEBURY,IN,UNITED STATES,967046,1210244   ,18
2017,0000015249,3,,UNITED CITIZENS FINANCIAL CORPORATION,CAMPBELLSBURG,KY,,107247,0,UNITED CITIZENS BANK & TRUST COMPANY,CAMPBELLSBURG,KY,1137145   ,UNITED CITIZENS FINANCIAL CORPORATION,CAMPBELLSBURG,KY,UNITED STATES,336147,1137145   ,21
2017,0000808176,9,,IBERIABANK CORPORATION,LAFAYETTE,LA,,21574595,0,IBERIABANK,LAFAYETTE,LA,2291914   ,IBERIABANK CORPORATION,LAFAYETTE,LA,UNITED STATES,808176,2291914   ,22
2017,0000023880,1,,ACCESS NATIONAL CORPORATION,RESTON,VA,,1430698,0,ACCESS NATIONAL BANK,RESTON,VA,3109904   ,ACCESS NATIONAL CORPORATION,RESTON,VA,UNITED STATES,2859903,3109904   ,51
2017,0003076248,9,,STIFEL FINANCIAL CORP.,SAINT LOUIS,MO,,13016049,0,STIFEL BANK AND TRUST,SAINT LOUIS,MO,3063622   ,STIFEL FINANCIAL CORP.,SAINT LOUIS,MO,UNITED STATES,3076248,3063622   ,29
2017,0003351440,2,,"NORTH STAR FINANCIAL HOLDINGS, INC.",BINGHAM FARMS,MI,,217828,0,MAIN STREET BANK,BINGHAM FARMS,MI,3351468   ,"NORTH STAR FINANCIAL HOLDINGS, INC.",BINGHAM FARMS,MI,UNITED STATES,3351440,3351468   ,26
2017,0000029878,3,,AMB FINANCIAL CORP.,SAINT JOHN,IN,,204967,0,AMERICAN COMMUNITY BANK OF INDIANA,MUNSTER,IN,3848267   ,AMB FINANCIAL CORP.,SAINT JOHN,IN,UNITED STATES,1010574,3848267   ,18
