Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code,LAR Count
2017,0000023834,1,75-0187990,"Citizens Bank, N.A.",4201 S Treadaway Blvd,Abilene,TX,79602,,,,,,32
2017,0000029829,3,72-0261971,MBL Bank,100 MBL Bank Drive,Minden,LA,71055-2900,,,,,,236
2017,0000011718,5,84-0508208,Grand Junction FCU,910 Main St,Grand Junction,CO,81501,,,,,,19
2017,0000057358,3,43-1943468,THE BUSINESS BANK OF ST. LOUIS,"8000 MARYLAND AVE., SUITE 100",CLAYTON,MO,63105,,,,,,29
2017,0000058186,3,20-0383856,Pinnacle Bank,"14287 North 87th Street, Suite 123",Scottsdale,AZ,85260,PB FINANCIAL HOLDINGS,14287 N 87TH ST #123,SCOTTSDALE,AZ,85260,104
2017,0000062847,5,41-1653148,Northwoods Credit Union,1702 Ave B,Cloquet,MN,55720,,,,,,99
2017,03-0486044,7,03-0486044,"Mortgage Masters Of Indiana, I",501 N Cross Pointe Blvd,Evansville,IN,47713,,,,,,860
2017,0000012506,3,74-0705320,Industry State Bank,16886 Fordtran Blvd,Industry,TX,78944,Industry Bancshares Inc,7910 Ernst Parkway,Industry,TX,78944,51
2017,0000074140,2,38-0681630,ISABELLA BANK,139 E. BROADWAY,MT. PLEASANT,MI,48858,,,,,,1278
2017,0000702818,1,41-0318319,HOME FEDERAL SAVINGS BANK,1016 CIVIC CENTER DR NW,ROCHESTER,MN,55901,,,,,,1052
2017,0000010122,3,42-0246980,Farmers Savings Bank & Trust,401 B Ave,Vinton,IA,52349,,,,,,43
2017,0000004616,5,54-6037776,Bronco Federal Credit Union,135 Stewart Dr,Franklin,VA,23851,,,,,,174
2017,0000021389,1,48-1038713,Community National Bank Trust,14 N Lincoln,Chanute,KS,66720,,,,,,1063
2017,0000024438,5,56-6087383,ALLEGACY FEDERAL CREDIT UNION,P O BOX 26043,WINSTON SALEM,NC,27114,,,,,,978
2017,26-1717830,3,26-1717830,UNIVERSITY LENDING GROUP LLC,"42452 HAYES,  STE I",CLLINTON TOWNSHIP,MI,48038,University Bank,2015 Washtenaw Ave,Ann Arbor,MI,48104,3479
2017,0000002959,5,24-0796253,PALCO Federal Credit Union,"191 Chad Road, PO Box 330",Muncy,PA,17756-0330,,,,,,14
2017,0000336361,2,75-2133606,SANGER BANK,PO BOX 1029,SANGER,TX,76266,,,,,,22
2017,0000009631,3,37-0160000,ATHENS STATE BANK,"200 N WEST ST, PO BOX 319",ATHENS,IL,62613,,,,,,201
2017,0000066479,5,04-2079901,Workers Credit Union,815 Main Street,Fitchburg,MA,01420,,,,,,933
2017,0000539032,2,63-0260951,BANK INDEPENDENT,710 S Montgomery Ave,Sheffield,AL,35660,,,,,,1098
2017,0000030401,3,23-1330248,PENN COMMUNITY BANK,219 South Ninth Street PO Box 176,Perkasie,PA,18944-0176,,,,,,747
2017,0000018761,3,47-0219890,Foundation One Bank,4141 N 156th St Suite 101,Omaha,NE,68116,,,,,,152
2017,26-3375671,7,26-3375671,"CALCAP Financial, Inc.",65 N. Catalina Avenue,Pasadena,CA,91106,,,,CA,,253
2017,0001015560,9,95-3763643,INDUSTRIAL & COMMERCIAL BANK OF CHINA (USA) NA,"1633 Broadway, 28th Floor",NEW YORK,NY,10019,,,,,,200
2017,0000008757,1,41-0235905,First National Bank of Elk River,812 Main St.,Elk River,MN,55330,First National Financial Services,812 Main St,Elk River,MN,55330,91
2017,0000034229,3,58-2266450,CITIZENS BANK OF FORSYTH CO,651 VETERANS MEMORIAL BLVD,CUMMING,GA,30040,,,,,,70
2017,0000813947,2,36-2476850,ALPINE BANK & TRUST CO,1700 N ALPINE RD,ROCKFORD,IL,61107,,,,,,2414
2017,0000063342,5,38-1406340,The Local Credit Union,39139 Mound Road,Sterling Heights,MI,48310,,,,,,37
2017,0000000226,3,42-1193052,Guthrie County State Bank,505 E Main St,Panora,IA,50216-0757,,,,,,60
2017,0000058724,3,26-1441291,NEBRASKA BANK OF COMMERCE,"6000 VILLAGE DRIVE, STE 100",LINCOLN,NE,68516,NBC BANCSHARES LLC,128 N. 13TH STREET,LINCOLN,NE,68508,112
2017,0000030219,3,34-0295215,HOMETOWN BANK,142 N. WATER ST.,KENT,OH,44240,,,,,,212
2017,51-0370645,7,51-0370645,PIKE CREEK MORTGAGE SERVICES,2100 DRUMMOND PLAZA,NEWARK,DE,19711,,,,,,1827
2017,0000035043,3,39-1964828,SUNSET BANK & SAVINGS,521 W SUNSET DRIVE,WAUKESHA,WI,53189,WAUKESHA BANKSHARES INC,521 W SUNSET DRIVE,WAUKESHA,WI,53189,133
2017,0000024136,1,71-0294752,"ONE BANK & TRUST, N.A.",300 W CAPITOL AVE,LITTLE ROCK,AR,72201,,,,,,195
2017,0000066529,5,39-6049660,Governmental Employees Credit,225 La Crosse St,La Crosse,WI,54601,,,,,,132
2017,0000016332,3,37-0612480,First State Bank,201 W Main St,Monticello,IL,61856,,,,,,238
2017,0000068639,5,52-0853115,HAR-CO Credit Union,30 N Hickory Ave,Bel Air,MD,21014,,,,,,64
2017,0000030544,3,25-0640196,MARQUETTE SAVINGS BANK,920 PEACH STREET,ERIE,PA,16501,,,,,,861
2017,0000009888,3,24-0614380,THE DIME BANK,820 CHURCH STREET,HONESDALE,PA,18431,DIMECO INC,820 CHURCH ST,HONESDALE,PA,18431,397
2017,0000066731,5,39-0738415,Fox Communities Credit Union,3401 E Calumet Street,Appleton,WI,54915,,,,,,2653
2017,0000150727,2,31-4291610,THE RICHWOOD BANKING COMPANY,28 N. FRANKLIN ST.,RICHWOOD,OH,43344,,,,,,223
2017,48-1148159,7,48-1148159,LeaderOne Financial Corp.,7500 COLLEGE BLVD SUITE 1150,Overland Park,KS,66210,,,,,,12236
2017,0000001950,1,71-0058845,First National Bank of Fort SM,602 Garrison Avenue,Fort Smith,AR,72901,,,,,,743
2017,0000017107,5,13-6208514,UKRAINIAN NATIONAL F.C.U.,215 Second Avenue,New York,NY,10003,,,,,,55
2017,0000018566,3,36-2484148,Peoples Bank of Kankakee Count,315 Main NW,Bourbonnais,IL,60914,,,,,,204
2017,0000068203,5,91-0565128,SPOKANE TEACHERS CREDIT UNION,1620 N SIGNAL DR,LIBERTY LAKE,WA,99019,,,,,,2285
2017,0000024015,3,52-1242823,The Harbor Bank of Maryland,"25 W. Fayette Street, 3rd Fl",Baltimore,MD,21201-3702,Harbor Bankshares Corporation,25 W. Fayette Stret,Baltimore,MD,21201-3702,77
2017,0000000911,5,25-6035142,STAR USA FEDERAL CREDIT UNION,One Cantley Drive,Charleston,WV,25314,,,,,,98
2017,39-0989781,9,39-0989781,Transamerica Life Insurance Company,4333 Edgewood Road NE,Cedar Rapids,IA,52499,Commonwealth General Corporation,4333 Edgewood Road NE,Cedar Rapids,IA,52499,31
2017,0000030431,3,25-0971786,SSB Bank,8700 Perry Highway,Pittsburgh,PA,15237,"SSB Bancorp, Inc.",8700 Perry Highway,Pittsburgh,PA,15237,243
2017,0000001644,5,16-6028994,CORNING FEDERAL CREDIT UNION,ONE CREDIT UNION PLAZA,CORNING,NY,14830,,,,,,1748
2017,0000001982,5,72-0488612,CENTRIC FEDERAL CREDIT UNION,1091 THOMAS ROAD,WEST MONROE,LA,71292,,,,,,64
2017,95-4671903,7,95-4671903,MEGA CAPITAL FUNDING INC,5000 N PARKWAY CALABASAS,SUITE 100,CA,91302,,,,,,3798
2017,0000060497,5,59-0773154,FLORIDA CREDIT UNION,PO BOX 5549,GAINESVILLE,FL,32627,,,,,,2998
2017,0000706809,1,75-1103106,Colonial Savings,P O Box 2988,Fort Worth,TX,76113,,,,,,9740
2017,0000017443,3,02-0179065,PISCATAQUA SAVINGS BANK,15 PLEASANT STREET,PORTSMOUTH,NH,03801,,,,,,158
2017,66-0737374,7,66-0737374,VIG MORTGAGE CORPORATION,1225 PONCE DE LEON VIG TOWER SUITE B-J,SAN JUAN,PR,00907,,,,,,468
2017,81-4970104,7,81-4970104,"Shelter Home Mortgage, LLC","1770 Indian Trail Rd, Suite 400",Norcross,GA,30093,"Shelter Mortgage Company, LLC",4000 W. Brown Deer Road,Brown Deer,WI,53209,34
2017,0000060543,5,36-1932435,COMMUNITY TRUST CREDIT UNION,1313 N. Skokie Highway,Gurnee,IL,60031,,,,,,122
2017,13-4225190,7,13-4225190,"Top Flite Financial, Inc.",123 E Grand River Ave,Williamston,MI,48895,,,,MI,,5248
2017,0000060728,5,42-6061556,The Family Credit Union,1530 W 53rd Street,Davenport,IA,52806,,,,,,173
2017,0000068293,5,91-0693631,Sno Falls Credit Union,PO Box 1978,Snoqualmie,WA,98065,,,,,,69
2017,0000008143,3,72-1066314,KAPLAN STATE BANK,201 NORTH CUSHING AVENUE,KAPLAN,LA,70548,,,,,,44
2017,0000874845,2,35-0458180,LAKE CITY BANK,P.O. BOX 1387,WARSAW,IN,46581,LAKELAND FINANCIAL CORPORATION,P.O. BOX 1387,WARSAW,IN,46581,1017
2017,0000014056,3,43-0266000,FARMERS & MERCHANTS BANK,530 S. MAIN,SAINT CLAIR,MO,63077,,,,,,169
2017,81-0611149,7,81-0611149,BRIDGEVIEW MORTGAGE CORP.,1200 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,NY,11010,,,,,,140
2017,0000067895,5,94-1541515,COMMUNITY FIRST CREDIT UNION,"1105 N DUTTON AVENUE, SUITE A",SANTA ROSA,CA,95401,,,,,,235
2017,0000017393,3,20-5480153,GERMAN AMERICAN BANCORP,"711 MAIN STREET, P.O. BOX 360",JASPER,IN,47546,"GERMAN AMERICAN BANCORP, INC",711 MAIN STREET,JASPER,IN,47546,1783
2017,0000058424,3,76-0839230,ALMA BANK,28-31 31st Street,Astoria,NY,11102,,,,,,13
2017,0000010255,3,34-4321530,THE OLD FORT BANKING COMPANY,8034 MAIN STREET,OLD FORT,OH,44861,,,,,,673
2017,0000005885,3,52-0309468,THE FARMERS BANK OF WILLARDS,"7484 Market Street, PO BOX 10",Willards,MD,21874,,,,,,207
2017,35-1714970,5,35-1714970,"FIMI, INC.",P.O. BOX 50738,INDIANAPOLIS,IN,46250,,,,,,48
2017,0000008111,5,74-1185010,RANDOLPH-BROOKS FCU,PO BOX 2097,UNIVERSAL CITY,TX,78148,,,,,,12862
2017,0000019899,3,48-0760380,KS STATEBANK,1010 Westloop Pl,Manhattan,KS,66502,,,,,,3893
2017,0000004118,5,01-0211675,SEABOARD FEDERAL CREDIT UNION,"PO Box G, 177 Main Street",Bucksport,ME,04416,,,,,,158
2017,0000067352,5,04-1231965,JEANNE D'ARC CREDIT UNION,581 MERRIMACK ST.,LOWELL,MA,01854,,,,,,1724
2017,0000057587,3,43-2009807,INTEGRITY BANK & TRUST,1275 VILLAGE RIDGE POINT,MONUMENT,CO,80132,,,,,,36
2017,0000057348,3,62-1859961,SouthEast Bank,192 N Seven Oaks Dr,Knoxville,TN,37922,"Education Services of America,",12700 Kingston Pike,Farragut,TN,37934,376
2017,90-0186134,7,90-0186134,"GOOGAIN, INC.",1288 KIFER RD STE 208,SUNNYVALE,CA,94086,,,,,,2437
2017,0000015765,1,36-2679650,First National Bank of McHenry,3814  W Elm Street,McHenry,IL,60051-0338,First McHenry Corporation,3814 W Elm Street,McHenry,IL,60051-0338,42
2017,38-2799035,7,38-2799035,"AmeriHome Mortgage Company, LL","21215 Burbank Blvd, Suite 400",Woodland Hills,CA,91367,,,,,,150937
2017,0000022020,3,62-0142445,Insouth Bank,111 South Washington Ave,Brownsville,TN,38012,,,,,,155
2017,0000068600,5,59-6194363,MIDFLORIDA Credit Union,3004 S Florida Ave,Lakeland,FL,33803,,,,,,4643
2017,82-0953703,5,82-0953703,"Texas Mortgage Lending, LLC",601 N. Plano Rd.,Richardson,TX,75081,United Heritage Credit Union,12208 N. Mopac,Richardson,TX,75085,281
2017,72-1441479,7,72-1441479,GMFS LLC,"7389 FLORIDA BLVD, STE 200-A",BATON ROUGE,LA,70806,,,,,,5861
2017,0000065565,5,42-0817536,Cedar Falls Community Credit Union,123 W 4th St,Cedar Falls,IA,50613,,,,,,135
2017,0002580243,2,23-2852733,American Bank,4029 W Tilghman Street,Allentown,PA,18104,,,,,,125
2017,0000012697,5,75-1087169,COMPLEX COMMUNITY FCU,2201 S GRANDVIEW,ODESSA,TX,79766,,,,,,261
2017,0000012181,3,38-0847680,Monroe Bank and Trust,102 E Front St,Monroe,MI,48161,,,,,,574
2017,0000067521,5,59-0947735,GUARDIANS CREDIT UNION,3469 SUMMIT BOULEVARD,West Palm Beach,FL,33406,,,,,,95
2017,0000717528,1,31-1776181,Community Federal Savings Bank,89-16 Jamaica Avenue,Woodhaven,NY,11421,Community FSB Holding Company,5 Penn Plaza,New York,NY,10001,172
2017,16-1237621,1,16-1237621,"HOMETOWN FUNDING, INC. D/B/A C",63 A MONROE AVENUE,PITTSFORD,NY,14534,Canandaigua National Bank and,72 South Main Street,Canandaigua,NY,14424,1778
2017,22-3157857,7,22-3157857,NJ LENDERS CORP,219 PATERSON AVE,LITTLE FALLS,NJ,07424,,,,,,4647
2017,0000006885,5,23-1381044,People First Federal Credit Un,2141 Downyflake Lane,Allentown,PA,18103,,,,,,440
2017,0000024378,1,48-1293794,LIBERTY NATIONAL BANK,4425 Singing Hills Blvd,Sioux City,IA,51106,,,,,,125
2017,0000023041,3,91-1069728,Bank of the Pacific,300 East Market / PO Box 1826,Aberdeen,WA,98520,,,,,,1197
2017,0000000884,3,58-2435810,THE CITIZENS STATE BANK OF TAY,"36 MARTIN LUTHER KING DR, P O BOX 277",REYNOLDS,GA,31076,,,,,,55
2017,0000058018,3,20-2725052,ST LOUIS BANK,14323 S OUTER FORTY ROAD,TOWN AND COUNTRY,MO,63017,,,,,,25
2017,47-0996983,7,47-0996983,BANC ONE MORTGAGE CORPORATION,333 CITY BLVD W STE 1810,ORANGE,CA,92868,,,,,,261
2017,0000066705,5,87-0212887,Transwest Credit Union,37 West 1700 South,Salt Lake City,UT,84115,,,,,,115
2017,0000057249,3,41-2021547,Venture Bank,4470 W 78th Street Circle Suite 100,Bloomington,MN,55435,"Venture Bancshares, Inc",4470 W 78th Street Circle Suite 100,Bloomington,MN,55435,157
2017,0000009245,3,58-0152920,BANK OF LAFAYETTE,P O BOX 1149,LAFAYETTE,GA,30728,LAFAYETTE BANKSHARES INC,PO BOX 1149,LAFAYETTE,GA,30728,170
2017,54-1822464,7,54-1822464,FIRST HERITAGE MORTGAGE,"3201 JERMANTOWN ROAD, SUITE 500",FAIRFAX,VA,22303,,,,,,3949
2017,3418909997,7,11-2108436,MID-ISLAND MORTGAGE CORP.,"900 MERCHANTS CONCOURSE, SUITE #112",WESTBURY,NY,11554,,,,,,1341
2017,0000747257,2,48-0249420,The Halstead Bank,314 Main St,Halstead,KS,67056,Williams Holding Company Inc,314 Main St,Halstead,KS,67056,126
2017,0000015417,1,62-0718567,Community National Bank,1271 Market Street,Dayton,TN,37321,,,,,,107
2017,0000034683,3,59-3472696,Community Bank and Trust of Florida,P.O. Box 1570,Ocala,FL,34478,"Florida Community Bankshares, Inc.",P.O. Box 1570,Ocala,FL,34478,131
2017,27-1209306,7,27-1209306,"SOUTHERN LENDING SERVICES, LTD","8911 N. CAPITAL OF TX HWY, SUITE 4100",AUSTIN,TX,78759,,,,,,252
2017,0000704817,1,35-0631260,"Mid-Southern Savings Bank, FSB",300 N Water Street,Salem,IN,47167-1708,,,,,,138
2017,0004438357,2,20-4438357,WashingtonFirst Mortgage Corp,"12700 Fair Lakes Circle, Suite 400",Fairfax,VA,22033,WashingtonFirst Bank,"11921 Freedom Drive, Suite 250",Reston,VA,20190,1825
2017,0000068573,5,23-7089505,Emory Alliance Credit Union,1237 Clairmont Rd,Decatur,GA,30030,,,,,,153
2017,0000408642,2,39-1373892,BANKERS' BANK,7700 MINERAL POINT ROAD,MADISON,WI,53717,,,,,,1101
2017,38-3566754,3,38-3566754,"OAK MORTGAGE, LLC",113-125 E CHICAGO RD,STURGIS,MI,49091,STURGIS BANK & TRUST COMPANY,113-125 E CHICAGO RD,STURGIS,MI,49091,382
2017,0000030976,3,15-0321200,GOUVERNEUR SAVINGS & LOAN ASSN,42 CHURCH STREET,GOUVERNEUR,NY,13642,,,,,,177
2017,0000440110,2,23-0815050,Liverpool Community Bank,104 N Front St,Liverpool,PA,17045-0600,,,,,,98
2017,0000011254,5,54-0613421,Celco Community Federal Credit Union,PO Box 361,Narrows,VA,24124,,,,,,119
2017,54-1994393,7,54-1994393,JG WENTWORTH HOME LENDING LLC,3350 COMMISSION COURT,WOODBRIDGE,VA,22192,,,,,,24628
2017,0000699105,2,04-1118820,Bridgewater Savings Bank,756 Orchard Street,Raynham,MA,02767,Bridgewater Financial Mutual Holding Company,756 Orchard Street,Raynham,MA,02767,485
2017,7020900006,7,45-0392230,"THE MORTGAGE COMPANY, INC.",815 23rd Ave E,West Fargo,ND,58078,,,,,,133
2017,0000068641,5,38-1418001,CCF - AUBURN HILLS BRANCH,2955 UNIVERSITY DRIVE,AUBURN HILLS,MI,48326,,,,,,299
2017,0000061256,5,06-0696607,Achieve Financial Credit Union,P.O. Box 7030,Berlin,CT,06037,,,,,,118
2017,0000491251,2,44-0439030,The Missouri Bank II,1601 S Limit,Sedalia,MO,65301,,,,,,65
2017,33-0828099,7,33-0828099,N A NATIONWIDE MORTGAGE,26361 CROWN VALLEY PARKWAY #100,MISSION VIEJO,CA,92691,,,,,,65
2017,0000019440,5,41-0752677,Minnesota Valley Federal Credit Union,1640 Adams St,Mankato,MN,56001,,,,,,228
2017,0000034726,3,85-0451580,NEW MEXICO BANK & TRUST,320 GOLD SW STE 100,ALBUQUERQUE,NM,87102,"HEARTLAND FINANCIAL USA, INC",1398 CENTRAL AVENUE,DUBUQUE,IA,52001,148
2017,0000057870,3,20-1908771,State Bank & Trust Company,4219 Forsyth Road,Macon,GA,31210,State Bank Financial Corporati,3399 Peachtree Road NE Suite 1900,Atlanta,GA,30326,3776
2017,0000068398,5,94-1189841,SCHOOLS FINANCIAL CREDIT UNION,1485 RESPONSE ROAD,SACRAMENTO,CA,95815,,,,,,1051
2017,0000009208,5,34-0823943,Ohio Catholic Federal Credit Union,13623 Rockside Rd.,Garfield Heights,OH,44125,,,,,,280
2017,72-0484657,7,72-0484657,EUSTIS MORTGAGE CORPORATION,1100 POYDRAS STREET SUITE 2525,NEW ORLEANS,LA,70163,,,,,,3762
2017,0000026576,3,04-1991475,Wrentham Co-operative Bank,102 South Street,Wrentham,MA,02093,,,,,,115
2017,0000025143,1,75-1774772,TIB The Independent BankersBan,11701 Luna Road,Farmers Branch,TX,75234,Independent Bankers Corp,11701 Luna Road,Farmers Branch,TX,75234,2040
2017,0000718140,1,52-1660951,"BAY BANK, FSB",7151 COLUMBIA GATEWAY DRIVE,COLUMBIA,MD,21046,,,,,,275
2017,0000062217,5,38-0299643,AAC Credit Union,904 Broadway NW,Grand Rapids,MI,49504,,,,,,214
2017,0000011423,3,64-0236520,SYCAMORE BANK,301 EAST MAIN STREET,SENATOBIA,MS,38668,TATE FINANCIAL CORPORATION,301 EAST MAIN STREET,SENATOBIA,MS,38668,221
2017,0000817824,9,22-1146430,PNC BANK N.A.,249 Fifth Ave.   MS P1-POPP-22-2,Pittsburgh,PA,15222,PNC Financial Services Group,249 Fifth Ave.,Pittsburgh,PA,15222,110579
2017,0000026484,3,04-3414678,"NORTH SHORE BANK, A CO-OPERATI",248 ANDOVER  STREET,PEABODY,MA,01960,,,,,,292
2017,83-0446200,7,83-0446200,"Starboard Financial Management, LLC",4145 E Baseline Rd,Gilbert,AZ,85234,,,,,,1524
2017,0000003830,5,04-2128083,MIT FEDERAL CREDIT UNION,700 TECHNOLOGY SQUARE,CAMBRIDGE,MA,02139,,,,,,371
2017,0000068475,5,31-0547898,River Valley Credit Union,505 Earl Blvd,Miamisburg,OH,45342,River Valley Credit Union. Inc.,505 Earl Blvd,Miamisburg,OH,45342,148
2017,0000233031,9,63-0371391,REGIONS BANK,1900 5TH AVENUE N,BIRMINGHAM,AL,35203,REGIONS FINANCIAL,1900 5TH AVENUE,BIRMINGHAM,AL,35203,73093
2017,0000012017,3,22-1218380,RSI BANK,1500 IRVING STREET,RAHWAY,NJ,07065-9860,,,,,,254
2017,0000001071,3,43-0341466,Jefferson Bank and Trust Company,2301 Market Street,Saint Louis,MO,63103,,,,,,35
2017,46-2297312,3,46-2297312,"HOMESALE MORTGAGE, LLC",215 S. Centerville Road,Lancaster,PA,17603,TowneBank,5716 High Street West,Portsmouth,VA,23703,1284
2017,0000000594,5,95-1684046,Pasadena Federal Credit Union,1038 S. Fair Oaks Ave.,Pasadena,CA,91105,,,,,,18
2017,94-3169132,7,94-3169132,BAY-VALLEY MORTGAGE GROUP,"23320 FOOTHILL BLVD, SUITE 260",HAYWARD,CA,94541,,,,,,5018
2017,0000003306,5,16-0750654,St Joseph Parish Buffalo FCU,431 Englewood Ave,Buffalo,NY,14223,,,,,,9
2017,0000060056,5,62-0962107,CONSUMER CREDIT UNION,3634 E. ANDREW JOHNSON HIGHWAY,GREENEVILLE,TN,37745,,,,,,465
2017,20-0236095,7,20-0236095,PRYSMA LENDING GROUP LLC,18 PADANARAM RD,DANBURY,CT,06811,,,,,,209
2017,0000005469,3,47-0125860,Citizens Bank & Trust Company,"PO BOX 385, 7217th Street",St. Paul,NE,68873,,,,,,80
2017,0000068302,5,58-0960142,Five Star Credit Union,411 N Foster St,Dothan,AL,36303,NA,,,,,106
2017,0000027686,3,25-0801560,SLOVENIAN SAVINGS AND LOAN,130 BOONE AVENUE,STRABANE,PA,15363,,,,,,203
2017,0000027744,3,35-0536850,MUTUALBANK,110 E CHARLES ST,MUNCIE,IN,47305,,,,,,1442
2017,0000005134,5,53-0197031,CommonWealth One Federal Credit Union,4875 Eisenhower Ave,Alexandria,VA,22314,,,,,,117
2017,0000058577,3,20-8758150,Pioneer Bank SSB,623 W 38th Street,Austin,TX,78705,,,,,,1234
2017,0000000325,1,24-0558097,"FNB BANK, NA",630 Mill Street,Danville,PA,17821,Fulton Financial Corporation,One Penn Square,Lancaster,PA,17604,244
2017,1151100005,7,23-2873640,FEDERATED LENDING CORP,1669 EDGEWOOD ROAD,YARDLEY,PA,19067,,,,,,137
2017,0000068490,5,59-0690965,VYSTAR CREDIT UNION,4949 BLANDING BLVD,JACKSONVILLE,FL,32210-7330,,,,,,6951
2017,0000057993,3,20-2451671,SERVISFIRST BANK,2500 Woodcrest Place,Homewood,AL,35209,ServisFirst Bancshares Inc,2500 Woodcrest PL,Birmingham,AL,35209,804
2017,0000169653,2,43-0231490,FIRST BANK,600 JAMES MCDONNELL BLVD,HAZELWOOD,MO,63042,THE SAN FRANCISCO COMPANY,135 NORTH MERAMEC,CLAYTON,MO,63105,2647
2017,0000026955,3,62-1308417,Bank of Cleveland,75 Bobby Taylor Ave,Cleveland,TN,37320,,,,,,416
2017,0000034108,3,36-4056762,Pan American Bank & Trust,1440 W North Ave,Melrose Park,IL,60160,American Bancorp of Illinois Inc,1440 W North Ave,Melrose Park,IL,60160,112
2017,0000057971,3,20-2895970,Lincolnway Community Bank,1000 E Lincoln Highway,New Lenox,IL,60451,,,,,,156
2017,0000068569,5,75-0816360,Qualtrust Credit Union,6201 E Campus Circle Dr,Irving,TX,75063,Texas Trust Credit Union,5850 I-20,Arlington,TX,76017,49
2017,45-2965086,7,45-2965086,United Premier Funding LLC,2645 N. Berkeley Lake Road Bldg F Ste 138-139,Duluth,GA,30096-1461,,,,,,321
2017,0000068021,5,74-1109927,COMMUNITY RESOURCE CREDIT UNIO,2900 DECKER DRIVE,BAYTOWN,TX,77520,,,,,,348
2017,0000007586,3,24-0648945,LUZERNE BANK,118 MAIN STREET,LUZERNE,PA,18709,PENNS WOODS BANCORP INC.,300 MARKET STREET,WILLIAMSPORT,PA,17701,152
2017,0000062323,5,95-1442156,E-CENTRAL CREDIT UNION,990 SOUTH FAIR OAKS AVENUE,PASADENA,CA,91105,,,,,,122
2017,0000022242,3,41-1267434,Union Bank & Trust,312 Central Ave SE,Minneapolis,MN,55414,,,,,,1
2017,42-1739728,7,42-1739728,Homeward Residental Inc.,16675 Addison Road,Addison,TX,75001,,,,,,29825
2017,0000010696,5,52-0695019,Educational Systems F C U,PO Box 179,Greenbelt,MD,20768-0179,,,,,,490
2017,0000058082,3,20-2602253,AUSTIN CAPITAL BANK SSB,8100 SHOAL CREEK BLVD,AUSTIN,TX,78757,,,,,,22
2017,0000020184,1,72-1028573,CITIZENS NATIONAL BANK,2711 E. TEXAS STREET,BOSSIER CITY,LA,71111,,,,,,563
2017,0000014730,3,84-0247537,FRONTIER BANK,PO BOX 988,LAMAR,CO,81052,,,,,,179
2017,0000717955,1,41-2124729,Oculina Bank,4450 24th Avenue,Vero Beach,FL,32967-1444,,,,,,330
2017,13-3753941,7,13-3753941,"FRANKLIN FIRST FINANCIAL, LTD.",538 BROADHOLLOW ROAD,MELVILLE,NY,11747,,,,,,2723
2017,0000034052,3,39-1806371,Bay Bank,2555 Packerland Drive,Green Bay,WI,54313,,,,,,202
2017,0000024858,5,48-0672349,Mainstreet Federal CU,13001 W 95th Street,Lenexa,KS,66215,Mainstreet Federal Credit Union,13001 W 95th Street Attn: Mtg Dept,Lenexa,KS,66215,599
2017,0000016191,3,81-0213402,STOCKMAN BANK,700 Main Street,Miles City,MT,59301-3122,Stockman Bank of Montana,PO Box 250,Miles City,MT,59301-0250,3436
2017,0000014619,1,62-0339305,FIRST NATIONAL BANK OF PULASKI,PO BOX 289,PULASKI,TN,38478-0289,,,,,,523
2017,0000007064,5,34-1300434,Sun Federal Credit Union,1627 Holland Road,MAUMEE,OH,43537,,,,,,320
2017,0000000352,5,59-0626682,Tampa Bay Federal Credit Union,PO Box 7492,Tampa,FL,33673-7492,,,,,,241
2017,0000060057,5,38-0996065,Wildfire Credit Union,6640 Bay Rd,Saginaw,MI,48604,,,,,,603
2017,0000030688,3,31-0404830,Peoples First Savings Bank,225 Reading Road,Mason,OH,45040-1666,,,,,,78
2017,0000068539,5,34-0825970,BEST REWARD CREDIT UNION,5681 SMITH RD,BROOK PARK,OH,44142,,,,,,92
2017,36-3575871,7,36-3575871,Pacor Mortgage Corp,14930 Cicero Ave,Oak Forest,IL,60452,,,,IL,,1254
2017,0000006910,1,37-0274800,First National Bank of Raymond,403 E. Broad St.,Raymond,IL,62560,,,,,,78
2017,0000012456,1,61-0189494,THE FARMERS NATIONAL BANK,1595  VETERANS MEMORIAL HWY,SCOTTSVILLE,KY,42164,FNB FINANCIAL CORP,1595 VETERANS MEMORIAL HWY,SCOTTSVILLE,KY,42164,216
2017,0003607062,2,26-1484129,LONE STAR STATE BANK,6220 MILWAUKEE AVENUE,LUBBOCK,TX,79424,LONE STAR STATE BANCSHARES INC,6220 MILWAUKEE AVENUE,LUBBOCK,TX,79424,127
2017,74-3050221,7,74-3050221,Townstone Financial Inc,1141 W Randolph,Chicago,IL,60607,,,,,,1
2017,0000017094,3,75-0843507,HomeBank Texas,601 N Hwy 175,Seagoville,TX,75159,,,,,,158
2017,0000023498,3,75-1745500,"TBK Bank, SSB",12700 Park Central Drive Ste #1700,Dallas,TX,75251,"Triumph Bancorp, Inc.",12700 Park Central Drive Ste #1700,Dallas,TX,75251,119
2017,0000009299,3,42-0482700,RELIANCE STATE BANK,606 BROAD ST,STORY CITY,IA,50248,AMES NATIONAL CORP,405 5TH ST,AMES,IA,50010,111
2017,0000024250,5,04-1328710,IC FEDERAL CREDIT UNION,300 BEMIS ROAD,FITCHBURG,MA,01420,,,,,,476
